# Symbol CRCs demanded by the stock Motorola Razr Fold vendor_dlkm modules.
# Extracted from the __versions section of all 328 modules of MMI-W3WB36.36-48-5.
# A module loads only if a provider exports the symbol with exactly this CRC, so every
# row whose provider is 'vmlinux' is a hard constraint on the kernel we build.
# provider: vmlinux = the stock kernel exports it
#           module  = another vendor module exports it
#           unknown = neither (the stock kernel lacks it too, so not a regression)
# columns: crc<TAB>symbol<TAB>provider<TAB>importer-count<TAB>example-importers
0x9748de5c	cnss_request_pm_qos	module	1	qca_cld3_peach_v2.ko
0x2d4a277f	cnss_reset_time_sync_period	module	1	qca_cld3_peach_v2.ko
0xe59a2250	cnss_schedule_recovery	module	1	qca_cld3_peach_v2.ko
0x56b02725	cnss_self_recovery	module	1	qca_cld3_peach_v2.ko
0x762b67df	cnss_set_fw_log_mode	module	1	qca_cld3_peach_v2.ko
0x97250b48	cnss_set_host_param	module	1	qca_cld3_peach_v2.ko
0x1f7c0704	cnss_set_pcie_gen_speed	module	1	qca_cld3_peach_v2.ko
0x263061b2	cnss_set_vendor_wonder_priv_data	module	1	qca_cld3_peach_v2.ko
0xd81f6636	cnss_set_wfc_mode	module	1	qca_cld3_peach_v2.ko
0x03bf11c2	cnss_smmu_get_domain	module	1	qca_cld3_peach_v2.ko
0xfbf77bb9	cnss_smmu_map	module	1	qca_cld3_peach_v2.ko
0x567c2c43	cnss_smmu_unmap	module	1	qca_cld3_peach_v2.ko
0xa2deb0eb	cnss_thermal_cdev_register	module	1	qca_cld3_peach_v2.ko
0xf88c2919	cnss_thermal_cdev_unregister	module	1	qca_cld3_peach_v2.ko
0x2810382b	cnss_update_time_sync_period	module	1	qca_cld3_peach_v2.ko
0xda5b4fc4	cnss_utils_fmd_status	module	1	btpower.ko
0x124cfd48	cnss_utils_get_wlan_derived_mac_address	module	1	qca_cld3_peach_v2.ko
0x124cfd48	cnss_utils_get_wlan_mac_address	module	1	qca_cld3_peach_v2.ko
0xc5dfcd68	cnss_utils_get_wlan_unsafe_channel	module	1	qca_cld3_peach_v2.ko
0x5c1f19a7	cnss_utils_increment_driver_load_cnt	module	1	qca_cld3_peach_v2.ko
0x4f5aac07	cnss_utils_register_status_notifier	module	1	cnss2.ko
0xa9c290eb	cnss_utils_set_wlan_unsafe_channel	module	1	qca_cld3_peach_v2.ko
0xd82924ca	cnss_utils_smem_mailbox_write	module	1	qca_cld3_peach_v2.ko
0x48311df8	cnss_utils_update_device_type	module	1	cnss2.ko
0x986f1973	cnss_utils_wlan_get_dfs_nol	module	1	qca_cld3_peach_v2.ko
0x302ee1ab	cnss_utils_wlan_set_dfs_nol	module	1	qca_cld3_peach_v2.ko
0x8e2e1367	cnss_wlan_disable	module	1	qca_cld3_peach_v2.ko
0x09d600bf	cnss_wlan_enable	module	1	qca_cld3_peach_v2.ko
0x7851be11	cnss_wlan_hw_enable	module	1	qca_cld3_peach_v2.ko
0x761081f3	cnss_wlan_pm_control	module	1	qca_cld3_peach_v2.ko
0x65d9877a	cnss_wlan_register_driver	module	1	qca_cld3_peach_v2.ko
0xd214f0f9	cnss_wlan_unregister_driver	module	1	qca_cld3_peach_v2.ko
